Front,Back,Tags,Deck,Card_Type,Priority,Source_Reference,GUID
SCENARIO — Death 01.04; DoE claims licence fee April–June + full damages. Admissible?,<b>Rule:</b> PARTLY — the death-dues rule's sub-rule: pre-death fee WAIVED; death-month + 3 months (Apr–Jul) damages HOLIDAY. April–June fee/damages largely IRRECOVERABLE; DoE owns beyond-concessional; 7-day alert + 1-month other-dues reply + 10% hold + silence-nil + acquittance check frame the rest.<br><br><b>Hinglish:</b> Maut-4-mahine-raahat — DoE-seema-me.<br><br><b>Ref:</b> Rule 77(1); Rule 77(1)(ii); Rule 77(ii); Rule 77(iv),CCS_Pension Rule_77 Government_Dues Evaluation CCS_Pension::Rule_77 Priority::High,CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,Basic,HIGH,Rule 77(1)(i)-(viii),CCS21-4166d108
SCENARIO — Officer dies on STATE deputation; BORROWING State HoO claims the case; PARENT cadre also opens one. Who owns it?,"<b>Rule:</b> EITHER HoO OR CADRE authority (the death-deputation rule's sub-rule ) — but ONE owner: coordinate, don't duplicate. (Central deput: borrowing HoO per the death-deputation rule's sub-rule. deputation-cases twin is for RETIREMENT.)<br><br><b>Hinglish:</b> Rajya-maut-HoO-ya-cadre — ek-maalk.<br><br><b>Ref:</b> Rule 78(1), (2); Rule 64; Rule 78(2); Rule 78(1)",CCS_Pension Rule_78 Deputation Evaluation CCS_Pension::Rule_78 Priority::High,CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,Basic,HIGH,"Rule 78(1), (2)",CCS21-04d20970
SCENARIO — Pensioner dies 01.05; PPO-named widow files Form 12 + DC + Format 9 on 10.05; PDA pays 15.07. Valid?,"<b>Rule:</b> NO — the pensioner-death rule's sub-rule: PDA disburses WITHIN 1 MONTH (till 10.06); start = DAY-AFTER-DEATH 02.05 (i). 15.07 = 5 weeks late → interest.<br><br><b>Hinglish:</b> PPO-naam-agle-din-1-mahina.<br><br><b>Ref:</b> Rule 79(2)(a)(i), (ii); Rule 65; Rule 79(2)(a)(ii); Rule 79(2); Rule 79(a); Rule 79(ii)",CCS_Pension Rule_79 Timeline Form Evaluation CCS_Pension::Rule_79 Priority::High,CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,Basic,HIGH,"Rule 79(2)(a)(i), (ii)",CCS21-535024d4
SCENARIO — Disabled son unlisted in PPO claims FP; HoO orally asks AO to add him. Valid?,"<b>Rule:</b> NO — the pensioner-death rule's sub-rule -: AO includes ONLY on HoO's WRITTEN communication (spouse moves on Form 8). Oral = void; unlisted-with-no-PPO-name route is Format-13 sanction in 1 MONTH of Form 10 (the pensioner-death rule's sub-rule ).<br><br><b>Hinglish:</b> Likh-kar-jodo — zabani-nahi.<br><br><b>Ref:</b> Rule 79(2)(a), (b); Rule 79(2)(a)(iii); Rule 79(2)(b); Rule 79(2); Rule 79(a); Rule 79(iii); Rule 79(v); Rule 79(b)",CCS_Pension Rule_79 Form Format Evaluation CCS_Pension::Rule_79 Priority::High,CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,Basic,HIGH,"Rule 79(2)(a), (b)",CCS21-13499914
"SCENARIO — Pensioner missing: pension paid till 31.01, police report 15.03. Family claims from 01.02. Start-date?","<b>Rule:</b> Pensioner Death rule: TWO dates (paid-till vs report), whichever LATER = 15.03-report → day-after start + 6-MONTH BAR. 6-paper chain needed (Format 12 + Form 10 + Format 8 indemnity + report + untraced + Format 9); Form-4 absence never blocks.<br><br><b>Hinglish:</b> Do-me-baad-wali-6-mahine-rok.<br><br><b>Ref:</b> Rule 79(3)(i), (iv), (vi); Rule 79(3)(iv); Rule 79(vi)",CCS_Pension Rule_79 Missing_Person Timeline Application CCS_Pension::Rule_79 Priority::High,CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,Basic,HIGH,"Rule 79(3)(i), (iv), (vi)",CCS21-1d2c7487
SCENARIO — Sanction received 01.04; AO authorises 15.07 (3.5 months). Consequence?,<b>Rule:</b> Authorisation rule: 1 MONTH authorisation (till 01.05) breached; FIRST proviso: delay BEYOND 3 MONTHS FROM CLAIM → INTEREST + the interest rule responsibility-fixing. Missing-case variant: PPO-date + 6-month bar (second proviso).<br><br><b>Hinglish:</b> 1-mahina-AO-3-mahina-byaaj.<br><br><b>Ref:</b> Rule 80(1); Rule 65,CCS_Pension Rule_80 Timeline Interest_On_Delay Evaluation CCS_Pension::Rule_80 Priority::High,CCS_Pension_Rules_2021::09_Authorization_Forms_Rules_80_to_87,Basic,HIGH,Rule 80(1),CCS21-5286e962
"SCENARIO — AO→CPAO 20 days, CPAO seal 12 days, PDA pays 20 days. Which links breached?","<b>Rule:</b> CPAO (10 DAYS max — the authorisation rule's sub-rule ) + PDA (15 DAYS — the authorisation rule's sub-rule ) breached; AO→CPAO within 1 MONTH (the authorisation rule's sub-rule ) ok. Relay = 1mo → 10d → 15d.<br><br><b>Hinglish:</b> 1-mahina-10-din-15-din — do-tute.<br><br><b>Ref:</b> Rule 80(2), (3), (4); Rule 80(3); Rule 80(4); Rule 80(2)",CCS_Pension Rule_80 Timeline Evaluation CCS_Pension::Rule_80 Priority::High,CCS_Pension_Rules_2021::09_Authorization_Forms_Rules_80_to_87,Basic,HIGH,"Rule 80(2), (3), (4)",CCS21-38486019
"SCENARIO — Retiree dies sans forms; NO family member is FP-eligible, but gratuity nominee (nephew) exists. Who files what?","<b>Rule:</b> authorisation ladder finds NOBODY → proviso: gratuity-nominee nephew files FORM 6 (or 6-A-instead per 2024); HoO forwards BOTH routes (forms-set OR 6-A) per with Form 7 + Format 10.<br><br><b>Hinglish:</b> Koi-haqdaar-nahi to nominee-Form6.<br><br><b>Ref:</b> Rule 80(5)(a), proviso, (c); Rule 80(5)(a); Rule 80(c)",CCS_Pension Rule_80 Form Form_6A Scenario CCS_Pension::Rule_80 Priority::High,CCS_Pension_Rules_2021::09_Authorization_Forms_Rules_80_to_87,Basic,HIGH,Rule 80(5),CCS21-1d3781e8
"SCENARIO — Appointed 01.01.2020, takes charge 15.01.2020. QS starts?","<b>Rule:</b> 15.01.2020 — the qualifying-service rule: FIRST-POST CHARGE, not appointment date. 14-day gap never counts.<br><br><b>Hinglish:</b> Charge-sambhalo-tab-se-gino.<br><br><b>Ref:</b> Rule 11",CCS_Pension Rule_11 Qualifying_Service Application CCS_Pension::Rule_11 Priority::High,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,Basic,HIGH,Rule 11,CCS21-223c65fb
"SCENARIO — 2 years officiating + then substantive appointment, continuous. Counts?",<b>Rule:</b> YES — qualifying-service first proviso: officiating/temporary FOLLOWED BY substantive counts. Break before substantive would kill it.<br><br><b>Hinglish:</b> Officiating-pakka-jude.<br><br><b>Ref:</b> Rule 11 First Proviso; Rule 11,CCS_Pension Rule_11 Proviso CCS_Pension::Rule_11 Priority::High,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,Basic,HIGH,Rule 11,CCS21-adcd7fb7
"SCENARIO — Joined at 17, served 1 year pre-18 + 9 after. QS =?",<b>Rule:</b> 9 YEARS — qualifying-service second proviso wipes pre-18 service. 9y &lt; 10y → service gratuity (pension rescues only 9y9m+ (verified)).<br><br><b>Hinglish:</b> 18-se-pehle-shunya.<br><br><b>Ref:</b> Rule 11 Second Proviso; Rule 11; Rule 44(8),CCS_Pension Rule_11 Application CCS_Pension::Rule_11 Priority::High,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,Basic,HIGH,Rule 11,CCS21-bbfe0b62
"SCENARIO — Dies after 6 months leave WITHOUT pay (no duties, no pay). Counts?","<b>Rule:</b> NO — paid-service needs DUTIES + PAY both; unpaid-idle fails. (If it were medical-EOL, leave-counting would save it — different gate.)<br><br><b>Hinglish:</b> Kaam-tankhvah-dono-chahiye.<br><br><b>Ref:</b> Rule 12; Rule 21(ii)",CCS_Pension Rule_12 Qualifying_Service Evaluation CCS_Pension::Rule_12 Priority::High,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,Basic,HIGH,Rule 12,CCS21-bd3de506
SCENARIO — Salary paid from a Govt-administered LOCAL FUND (not CFI). Counts?,<b>Rule:</b> YES — paid-service explanation: CFI OR Govt-administered Local Fund both pass the funding test.<br><br><b>Hinglish:</b> Local-Fund-bhi-chalega.<br><br><b>Ref:</b> Rule 12 Explanation; Rule 12,CCS_Pension Rule_12 Explanation CCS_Pension::Rule_12 Priority::High,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,Basic,HIGH,Rule 12,CCS21-2ec221a9
SCENARIO — 5 years under a NON-CONTRIBUTORY scheme (no Govt order). Counts?,<b>Rule:</b> NO — paid-service explanation bars non-contributory-scheme service UNLESS Government orders otherwise (override). No order = no count.<br><br><b>Hinglish:</b> Order-nahi to ginti-nahi.<br><br><b>Ref:</b> Rule 12 Explanation; Rule 12,CCS_Pension Rule_12 Exception CCS_Pension::Rule_12 Priority::Medium,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,Basic,MEDIUM,Rule 12,CCS21-0facac2c
SCENARIO — Centre→State PERMANENT transfer; State retires him. Who pays pension?,"<b>Rule:</b> CENTRAL GOVERNMENT (the State-transfer rule's sub-rule ) — liability stays with Centre; State-transfer preserves counting.<br><br><b>Hinglish:</b> Rajya-bhejo-Kendra-bhugto.<br><br><b>Ref:</b> Rule 13(1), (3); Rule 13(1); Rule 13(3)",CCS_Pension Rule_13 CCS_Pension::Rule_13 Priority::High,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,Basic,HIGH,"Rule 13(1), (3)",CCS21-7e3be52a
"SCENARIO — Resigns WITHOUT permission, joins State next week. QS preserved?",<b>Rule:</b> NO — State-transfer needs PROPER PERMISSION + Explanation's 2 conditions. Bare resignation = resignation forfeiture.<br><br><b>Hinglish:</b> Bina-permission-isteefa-seva-gayi.<br><br><b>Ref:</b> Rule 13(2); Rule 26(1),CCS_Pension Rule_13 Rule_26 Evaluation CCS_Pension::Rule_13 Priority::High,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,Basic,HIGH,Rule 13(2),CCS21-01d4ff5f
SCENARIO — PSU spell claimed with permission + link but NO lump-sum refund. Counts under the PSU-counting rule?,<b>Rule:</b> NO — PSU-counting refund (pension/service-gratuity + retirement gratuity drawn) is MANDATORY; all 4 conditions all 4 clauses are cumulative; commutation per 1981 Table.<br><br><b>Hinglish:</b> Paisa-wapas-bina-ginti-nahi.<br><br><b>Ref:</b> Rule 14(1)(a)-(d); Rule 14; Rule 14(1)(c); Rule 14(a)-(d); Rule 14(d),CCS_Pension Rule_14 PSU Evaluation CCS_Pension::Rule_14 Priority::High,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,Basic,HIGH,Rule 14(1),CCS21-b125abb8
"SCENARIO — Casual labourer with 10y temporary status, NEVER regularised. QS?",<b>Rule:</b> ZERO — the temporary-status rule's 50% unlocks ONLY on REGULARISATION (Casual Labourers Scheme 1993 + DoPT). Unregularised = definition exclusion zone.<br><br><b>Hinglish:</b> Regular-nahi to aadha-nahi.<br><br><b>Ref:</b> Rule 15; Rule 2(b),CCS_Pension Rule_15 Evaluation CCS_Pension::Rule_15 Priority::High,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,Basic,HIGH,Rule 15,CCS21-f2f2520a
COMPUTE — 8y temporary-status + regularised + 12y regular. QS?,<b>Rule:</b> 4y (50% × 8) + 12y = 16 YEARS → pension + gratuity (≥10y).<br><br><b>Hinglish:</b> Aadha-jod-poora.<br><br><b>Ref:</b> Rule 15,CCS_Pension Rule_15 Application CCS_Pension::Rule_15 Priority::High,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,Basic,HIGH,Rule 15,CCS21-c28603b1
SCENARIO — Probationer resigns BEFORE confirmation. Probation counts?,<b>Rule:</b> NO — probation needs probation + CONFIRMATION (same/another post). Unconfirmed probation dangles uncounted (+ resignation forfeiture anyway).<br><br><b>Hinglish:</b> Pakki-bina-pariksha-bekaar.<br><br><b>Ref:</b> Rule 16; Rule 26,CCS_Pension Rule_16 Evaluation CCS_Pension::Rule_16 Priority::Medium,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,Basic,MEDIUM,Rule 16,CCS21-0a92f69d
"SCENARIO — Trade apprentice 2y, then regular appointment. Counts? SAS apprentice (IA&amp;AD) 2y?","<b>Rule:</b> Trade: NO (the apprenticeship rule blanket ban). SAS-IA&amp;AD/DAD: YES (narrow exception). Same 2 years, opposite answers.<br><br><b>Hinglish:</b> Aam-apprentice-bahar, SAS-andar.<br><br><b>Ref:</b> Rule 17",CCS_Pension Rule_17 Exception Evaluation CCS_Pension::Rule_17 Priority::High,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,Basic,HIGH,Rule 17,CCS21-c1889aaf
"SCENARIO — Contract 2001–2005 (pre-cutoff), then regularised. CPF employer share Rs 1L + interest. Counting price?","<b>Rule:</b> The contract-service covers pre-31.12.2003 contract; the contract-service rule's sub-rule: refund CPF GOVT contribution CUMULATIVE (1L + accrued interest). Prior SANCTION (not knowledge) is the gate-word.<br><br><b>Hinglish:</b> 2003-contract-gina, CPF-byaaj-samet-wapas.<br><br><b>Ref:</b> Rule 18(i), (ii); Rule 18(i); Rule 18(ii)",CCS_Pension Rule_18 Application CCS_Pension::Rule_18 Priority::High,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,Basic,HIGH,Rule 18,CCS21-135439e1
"SCENARIO — Superannuation pensioner re-employed, seeks civil-return counting. Eligible?",<b>Rule:</b> NO — civil-return covers ONLY compensation/invalid pension/gratuity entrants; SUPERANNUATION + RETIRING pensioners are OUTSIDE the civil-return rule (separate re-employment-pay rules).<br><br><b>Hinglish:</b> Superannuation-19-me-nahi.<br><br><b>Trap:</b> Entry class.<br><br><b>Ref:</b> Rule 19(1); Rule 19,CCS_Pension Rule_19 Re_Employment Evaluation CCS_Pension::Rule_19 Priority::Critical,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,Basic,CRITICAL,Rule 19(1),CCS21-d832f1ec
"COMPUTE — Invalid pensioner drew pension Rs 3L + commutation Rs 2L + gratuity Rs 1L, re-employed. civil-return refund + instalments?","<b>Rule:</b> Refund Rs 6L total; max 36 MONTHLY instalments (the civil-return rule's sub-rule ); right revives ONLY on FULL refund; pre-re-employment pension slice stays (the civil-return rule's sub-rule (i)) but pay-fixation gratuity element returns.<br><br><b>Hinglish:</b> 6L-36-kisht-poora-tab-haq.<br><br><b>Ref:</b> Rule 19(2), (3); Rule 19; Rule 19(3); Rule 19(2)(i); Rule 19(2); Rule 19(ii)",CCS_Pension Rule_19 Application CCS_Pension::Rule_19 Priority::High,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,Basic,HIGH,"Rule 19(2), (3)",CCS21-da9247e8
SCENARIO — Re-employed pensioner dies after refunding 20/36 instalments. Balance?,<b>Rule:</b> Civil Return rule: balance adjusted from DEATH GRATUITY payable to family. Family's gratuity shrinks by the unpaid refund.<br><br><b>Hinglish:</b> Baaki-maut-gratuity-se.<br><br><b>Ref:</b> Rule 19(4),CCS_Pension Rule_19 Death_Gratuity CCS_Pension::Rule_19 Priority::High,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,Basic,HIGH,Rule 19(4),CCS21-c665acc2
SCENARIO — Ex-serviceman keeps drawing military pension AND claims civil counting of military service. Allowed?,"<b>Rule:</b> NO — military-counting expl.2: KEEP pension = service NOT counted. Counting needs refund (pension + commutation + gratuities, the military-counting rule's sub-rule ) in ≤36 instalments (the military-counting rule's sub-rule ).<br><br><b>Hinglish:</b> Fauji-pension-rakhi to ginti-gayi.<br><br><b>Ref:</b> Rule 20 Expl.2; Rule 20(1), (2); Rule 20; Rule 20(1); Rule 20(2)",CCS_Pension Rule_20 Military_Service Evaluation CCS_Pension::Rule_20 Priority::High,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,Basic,HIGH,Rule 20,CCS21-67d73707
APPLY — Pre-2022 advice said military gratuity 'was NOT required to be refunded'. Post-2022 answer?,<b>Rule:</b> REVERSED — military-counting now reads 'WAS TO BE REFUNDED' (G.S.R. 770(E)). Old advice is HISTORICAL error.<br><br><b>Hinglish:</b> 2022-ulta-wapas-karo.<br><br><b>Ref:</b> Rule 20 Expl.1(ii),CCS_Pension Rule_20_Exp1_ii GSR_770_E_2022 Reversal CCS_Pension::Rule_20 Priority::Critical CCS_Pension::Rule_20_Exp1_ii,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,Basic,CRITICAL,Rule 20 Expl.1(ii),CCS21-7be3378f
SCENARIO — Soldier joins civil post in 2010 (post-cutoff). military counting?,"<b>Rule:</b> NO — military-counting expl.3: post-31.12.2003 joiners = NPS persons; NPS Rules govern, not the military-counting rule refund-and-count.<br><br><b>Hinglish:</b> 2003-baad-NPS.<br><br><b>Ref:</b> Rule 20 Expl.3; Rule 20",CCS_Pension Rule_20 NPS CCS_Pension::Rule_20 Priority::High,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,Basic,HIGH,Rule 20 Expl.3,CCS21-4404e300
SCENARIO — Military→civil with a 6-month gap; civil→civil identical gap. Condonation contrast?,<b>Rule:</b> Military: military-counting condonation DEEMED INCLUDED (auto). Civil: condonation rails (auto only if book silent + non-barred). Military smoother.<br><br><b>Hinglish:</b> Fauji-muaafi-khud.<br><br><b>Ref:</b> Rule 20(4); Rule 28,CCS_Pension Rule_20 Rule_28 Comparison CCS_Pension::Rule_20 Priority::High,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,Basic,HIGH,Rule 20(4),CCS21-3a7880d9
SCENARIO — The civil-return rule civil + military counting pensioners retire identically. Pension-cap contrast?,"<b>Rule:</b> Civil: civil-return caps combined outcome. Military: military-counting no LIMITATION — later civil pension runs free. Same service, different ceilings.<br><br><b>Hinglish:</b> Civil-seema-fauji-khula.<br><br><b>Ref:</b> Rule 19(5); Rule 20(5); Rule 19; Rule 20",CCS_Pension Rule_19 Rule_20 Comparison CCS_Pension::Rule_19 Priority::Critical,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,Basic,CRITICAL,Rule 19(5); Rule 20(5),CCS21-3d8e0ddc
SCENARIO — 2y half-pay leave (with leave salary). Counts?,<b>Rule:</b> YES fully — the leave-counting rule's sub-rule (i): leave WITH leave salary ALWAYS counts. No conditions.<br><br><b>Hinglish:</b> Tankhvah-chhutti-pakka.<br><br><b>Ref:</b> Rule 21(i),CCS_Pension Rule_21 CCS_Pension::Rule_21 Priority::High,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,Basic,HIGH,Rule 21(i),CCS21-88d78ac5
SCENARIO — 1y EOL for TB treatment (medical certificate). Counts?,<b>Rule:</b> YES fully — the leave-counting rule's sub-rule: medical EOL ALWAYS counts.<br><br><b>Hinglish:</b> Bimaari-EOL-pakka.<br><br><b>Ref:</b> Rule 21(ii),CCS_Pension Rule_21 CCS_Pension::Rule_21 Priority::High,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,Basic,HIGH,Rule 21(ii),CCS21-85454ae5
"SCENARIO — 2y EOL for (a) MTech, (b) MBA, (c) riot-curfew stranding. Which count?","<b>Rule:</b> YES (higher scientific/technical). NO (management ≠ scientific/technical). YES (civil commotion). leave-counting two grounds only.<br><br><b>Hinglish:</b> MTech-haan, MBA-na, danga-haan.<br><br><b>Ref:</b> Rule 21(iii); Rule 21(a); Rule 21(b); Rule 21(c)",CCS_Pension Rule_21 Scenario Application CCS_Pension::Rule_21 Priority::High,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,Basic,HIGH,Rule 21(iii),CCS21-9d1e4fe4
SCENARIO — Leave entry made 2 months BEFORE superannuation (years late). Valid?,<b>Rule:</b> NO — leave-counting explanation: late entry allowed till 6 MONTHS BEFORE superannuation. 2-month entry is time-barred; fallback: doubt favours EMPLOYEE (Govt must disprove).<br><br><b>Hinglish:</b> 6-mahine-katib; shak-karmchari.<br><br><b>Ref:</b> Rule 21 Explanation; Rule 21,CCS_Pension Rule_21 Explanation Timeline CCS_Pension::Rule_21 Priority::High,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,Basic,HIGH,Rule 21 Explanation,CCS21-d8fd7a06
"SCENARIO — Group C training 1y on stipend, then appointment. Group B identical training, NO Govt order. Counts?","<b>Rule:</b> Group C: YES (training/joining auto). Group B: NO without Government order. Rank changes the answer.<br><br><b>Hinglish:</b> C-khud, B-order.<br><br><b>Ref:</b> Rule 22(1), (2); Rule 22(1); Rule 22(2)",CCS_Pension Rule_22 Evaluation CCS_Pension::Rule_22 Priority::High,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,Basic,HIGH,"Rule 22(1), (2)",CCS21-99208a99
"SCENARIO — Joining time 12 days; servant joins on day 20 (8 days excess), no leave due. Treatment?","<b>Rule:</b> Training/joining rule: 12-day gap counts. the training/joining rule's sub-rule: 8-day excess → HoD-sanctioned EOL, and THIS EOL COUNTS (exception to the leave-counting rule strictness).<br><br><b>Hinglish:</b> Zyada-joining-EOL-gina.<br><br><b>Trap:</b> the training/joining rule's sub-rule vs the leave-counting rule.<br><br><b>Ref:</b> Rule 22(3), (4); Rule 22(3); Rule 21; Rule 22(4)",CCS_Pension Rule_22 Application CCS_Pension::Rule_22 Priority::High,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,Basic,HIGH,"Rule 22(3), (4)",CCS21-6c59352c
